pokemon_id,move_id,pokemon_move_method_id,level
17,98,1,13
17,18,1,17
17,239,1,22
17,297,1,27
17,97,1,32
17,17,1,37
17,355,1,42
17,366,1,47
17,332,1,52
17,403,1,57
17,542,1,62
17,19,4,0
17,104,4,0
17,156,4,0
17,164,4,0
17,168,4,0
17,182,4,0
17,203,4,0
17,207,4,0
17,211,4,0
17,213,4,0
17,214,4,0
17,240,4,0
17,241,4,0
17,263,4,0
17,332,4,0
17,355,4,0
17,365,4,0
17,369,4,0
17,432,4,0
17,526,4,0
18,16,1,1
18,542,1,1
18,98,1,1
18,28,1,1
18,33,1,1
18,28,1,5
18,16,1,9
18,98,1,13
18,18,1,17
18,239,1,22
18,297,1,27
18,97,1,32
18,17,1,38
18,355,1,44
18,366,1,50
18,332,1,56
18,403,1,62
18,542,1,68
18,19,4,0
18,63,4,0
18,104,4,0
18,156,4,0
18,164,4,0
18,168,4,0
18,182,4,0
18,203,4,0
18,207,4,0
18,211,4,0
18,213,4,0
18,214,4,0
18,240,4,0
18,241,4,0
18,263,4,0
18,332,4,0
18,355,4,0
18,365,4,0
18,369,4,0
18,416,4,0
18,432,4,0
18,526,4,0
19,33,1,1
19,39,1,1
19,98,1,4
19,116,1,7
19,44,1,10
19,673,1,13
19,36,1,16
19,372,1,19
19,242,1,22
19,389,1,25
19,162,1,28
19,38,1,31
19,283,1,34
19,44,2,0
19,68,2,0
19,103,2,0
19,154,2,0
19,172,2,0
19,179,2,0
19,253,2,0
19,279,2,0
19,387,2,0
19,515,2,0
19,15,4,0
19,58,4,0
19,59,4,0
19,85,4,0
19,86,4,0
19,87,4,0
19,91,4,0
19,104,4,0
19,156,4,0
19,164,4,0
19,168,4,0
19,182,4,0
19,188,4,0
19,203,4,0
19,207,4,0
19,213,4,0
19,214,4,0
19,231,4,0
19,240,4,0
19,241,4,0
19,247,4,0
19,249,4,0
19,263,4,0
19,269,4,0
19,351,4,0
19,365,4,0
19,447,4,0
19,451,4,0
19,526,4,0
20,184,1,0
20,116,1,1
20,98,1,1
20,184,1,1
20,14,1,1
20,33,1,1
20,39,1,1
20,98,1,4
20,116,1,7
20,44,1,10
20,673,1,13
20,36,1,16
20,372,1,19
20,242,1,24
20,389,1,29
20,162,1,34
20,38,1,39
20,283,1,44
20,14,4,0
20,15,4,0
20,46,4,0
20,58,4,0
20,59,4,0
20,63,4,0
20,70,4,0
20,85,4,0
20,86,4,0
20,87,4,0
20,91,4,0
20,104,4,0
20,156,4,0
20,164,4,0
20,168,4,0
20,182,4,0
20,188,4,0
20,203,4,0
20,207,4,0
20,213,4,0
20,214,4,0
20,231,4,0
20,240,4,0
20,241,4,0
20,247,4,0
20,249,4,0
20,263,4,0
20,269,4,0
20,351,4,0
20,365,4,0
20,416,4,0
20,447,4,0
20,451,4,0
20,526,4,0
21,45,1,1
21,64,1,1
21,43,1,4
21,372,1,8
21,31,1,11
21,332,1,15
21,17,1,18
21,36,1,22
21,97,1,25
21,116,1,29
21,355,1,32
21,65,1,36
21,18,2,0
21,98,2,0
21,143,2,0
21,161,2,0
21,184,2,0
21,253,2,0
21,297,2,0
21,310,2,0
21,19,4,0
21,104,4,0
21,156,4,0
21,164,4,0
21,168,4,0
21,182,4,0
21,203,4,0
21,206,4,0
21,207,4,0
21,211,4,0
21,213,4,0
21,214,4,0
21,240,4,0
21,241,4,0
21,263,4,0
21,332,4,0
21,355,4,0
21,365,4,0
21,369,4,0
21,432,4,0
21,526,4,0
22,529,1,1
22,45,1,1
22,43,1,1
22,64,1,1
22,365,1,1
22,43,1,4
22,372,1,8
22,31,1,11
22,332,1,15
22,17,1,18
22,36,1,23
22,97,1,27
22,116,1,32
22,355,1,36
22,65,1,41
22,529,1,45
22,19,4,0
22,63,4,0
22,104,4,0
22,156,4,0
22,164,4,0
22,168,4,0
22,182,4,0
22,203,4,0
22,206,4,0
22,207,4,0
22,211,4,0
22,213,4,0
22,214,4,0
22,240,4,0
22,241,4,0
22,263,4,0
22,332,4,0
22,355,4,0
22,365,4,0
22,369,4,0
22,416,4,0
22,432,4,0
22,526,4,0
23,35,1,1
23,43,1,1
23,40,1,4
23,44,1,9
23,137,1,12
23,103,1,17
23,51,1,20
23,256,1,25
23,254,1,25
23,255,1,25
23,491,1,28
23,188,1,33
23,380,1,36
23,562,1,38
23,114,1,41
23,489,1,44
23,441,1,49
23,180,2,0
23,184,2,0
23,305,2,0
23,342,2,0
23,389,2,0
23,415,2,0
23,36,4,0
23,89,4,0
23,91,4,0
23,92,4,0
23,114,4,0
23,141,4,0
23,156,4,0
23,157,4,0
23,164,4,0
23,168,4,0
23,180,4,0
23,182,4,0
23,184,4,0
23,188,4,0
23,189,4,0
23,202,4,0
23,203,4,0
23,214,4,0
23,240,4,0
23,241,4,0
23,242,4,0
23,263,4,0
23,282,4,0
23,317,4,0
23,341,4,0
23,342,4,0
23,390,4,0
23,398,4,0
23,399,4,0
23,402,4,0
23,424,4,0
23,441,4,0
23,474,4,0
23,491,4,0
23,555,4,0
23,706,4,0
23,799,4,0
23,808,4,0
23,851,4,0
23,885,4,0
23,38,4,0
23,482,4,0
23,806,4,0
24,242,1,0
24,35,1,1
24,40,1,1
24,43,1,1
24,44,1,1
24,424,1,1
24,423,1,1
24,422,1,1
24,137,1,12
24,103,1,17
24,51,1,20
24,256,1,27
24,254,1,27
24,255,1,27
24,491,1,32
24,188,1,39
24,380,1,44
24,562,1,48
24,114,1,51
24,489,1,56
24,441,1,63
24,180,2,0
24,184,2,0
24,305,2,0
24,342,2,0
24,389,2,0
24,415,2,0
24,34,4,0
24,36,4,0
24,63,4,0
24,89,4,0
24,91,4,0
24,92,4,0
24,114,4,0
24,141,4,0
24,156,4,0
24,157,4,0
24,164,4,0
24,168,4,0
24,180,4,0
24,182,4,0
24,184,4,0
24,188,4,0
24,189,4,0
24,202,4,0
24,203,4,0
24,214,4,0
24,240,4,0
24,241,4,0
24,242,4,0
24,263,4,0
24,282,4,0
24,317,4,0
24,341,4,0
24,342,4,0
24,390,4,0
24,398,4,0
24,399,4,0
24,402,4,0
24,416,4,0
24,422,4,0
24,423,4,0
24,424,4,0
24,441,4,0
24,474,4,0
24,491,4,0
24,523,4,0
24,525,4,0
24,555,4,0
24,706,4,0
24,707,4,0
24,799,4,0
24,808,4,0
24,851,4,0
24,885,4,0
24,220,4,0
24,38,4,0
24,482,4,0
24,806,4,0
24,675,4,0
24,784,4,0
25,609,1,1
25,417,1,1
25,204,1,1
25,186,1,1
25,589,1,1
25,98,1,1
25,39,1,1
25,84,1,1
25,45,1,1
25,86,1,4
25,104,1,8
25,486,1,12
25,364,1,16
25,209,1,20
25,97,1,24
25,231,1,28
25,435,1,32
25,85,1,36
25,113,1,40
25,87,1,44
25,9,4,0
25,34,4,0
25,36,4,0
25,57,4,0
25,85,4,0
25,86,4,0
25,87,4,0
25,91,4,0
25,97,4,0
25,113,4,0
25,115,4,0
25,129,4,0
25,156,4,0
25,164,4,0
25,168,4,0
25,179,4,0
25,182,4,0
25,203,4,0
25,204,4,0
25,214,4,0
25,227,4,0
25,240,4,0
25,263,4,0
25,270,4,0
25,280,4,0
25,313,4,0
25,374,4,0
25,417,4,0
25,447,4,0
25,451,4,0
25,486,4,0
25,521,4,0
25,528,4,0
25,574,4,0
25,577,4,0
25,583,4,0
25,598,4,0
25,604,4,0
25,851,4,0
25,885,4,0
25,268,4,0
25,282,4,0
25,264,4,0
25,283,4,0
25,527,4,0
25,914,4,0
25,918,4,0
26,9,1,0
26,486,1,1
26,435,1,1
26,417,1,1
26,364,1,1
26,231,1,1
26,209,1,1
26,204,1,1
26,186,1,1
26,589,1,1
26,609,1,1
26,98,1,1
26,97,1,1
26,87,1,1
26,86,1,1
26,84,1,1
26,45,1,1
26,39,1,1
26,104,1,1
26,113,1,1
26,85,1,5
26,9,4,0
26,34,4,0
26,36,4,0
26,57,4,0
26,63,4,0
26,85,4,0
26,86,4,0
26,87,4,0
26,91,4,0
26,97,4,0
26,113,4,0
26,115,4,0
26,129,4,0
26,156,4,0
26,164,4,0
26,168,4,0
26,179,4,0
26,182,4,0
26,203,4,0
26,204,4,0
26,214,4,0
26,227,4,0
26,240,4,0
26,263,4,0
26,270,4,0
26,280,4,0
26,374,4,0
26,411,4,0
26,416,4,0
26,417,4,0
26,447,4,0
26,451,4,0
26,486,4,0
26,521,4,0
26,528,4,0
26,574,4,0
26,577,4,0
26,583,4,0
26,598,4,0
26,604,4,0
26,851,4,0
26,885,4,0
26,268,4,0
26,282,4,0
26,264,4,0
26,283,4,0
26,527,4,0
26,914,4,0
26,918,4,0
27,10,1,1
27,111,1,1
27,40,1,3
27,28,1,6
27,205,1,9
27,210,1,12
27,229,1,15
27,523,1,18
27,129,1,21
27,154,1,24
27,97,1,27
27,163,1,30
27,91,1,33
27,360,1,36
27,14,1,39
27,201,1,42
27,89,1,45
27,68,2,0
27,175,2,0
27,189,2,0
27,232,2,0
27,400,2,0
27,468,2,0
27,14,4,0
27,34,4,0
27,36,4,0
27,67,4,0
27,89,4,0
27,91,4,0
27,97,4,0
27,129,4,0
27,133,4,0
27,141,4,0
27,156,4,0
27,157,4,0
27,162,4,0
27,164,4,0
27,168,4,0
27,182,4,0
27,189,4,0
27,191,4,0
27,201,4,0
27,203,4,0
27,206,4,0
27,214,4,0
27,232,4,0
27,241,4,0
27,263,4,0
27,264,4,0
27,280,4,0
27,282,4,0
27,317,4,0
27,328,4,0
27,332,4,0
27,341,4,0
27,360,4,0
27,374,4,0
27,398,4,0
27,404,4,0
27,414,4,0
27,421,4,0
27,444,4,0
27,446,4,0
27,479,4,0
27,523,4,0
27,667,4,0
27,707,4,0
27,851,4,0
27,38,4,0
27,283,4,0
27,815,4,0
27,675,4,0
27,174,4,0
28,10,1,1
28,306,1,1
28,28,1,1
28,40,1,1
28,111,1,1
28,205,1,9
28,210,1,12
28,229,1,15
28,523,1,18
28,129,1,21
28,154,1,26
28,328,1,31
28,163,1,36
28,91,1,41
28,360,1,46
28,14,1,51
28,201,1,56
28,89,1,61
28,68,2,0
28,175,2,0
28,189,2,0
28,232,2,0
28,400,2,0
28,468,2,0
28,14,4,0
28,34,4,0
28,36,4,0
28,63,4,0
28,67,4,0
28,89,4,0
28,91,4,0
28,97,4,0
28,129,4,0
28,133,4,0
28,141,4,0
28,156,4,0
28,157,4,0
28,162,4,0
28,164,4,0
28,168,4,0
28,182,4,0
28,189,4,0
28,191,4,0
28,201,4,0
28,203,4,0
28,206,4,0
28,214,4,0
28,232,4,0
28,241,4,0
28,263,4,0
28,264,4,0
28,280,4,0
28,282,4,0
28,317,4,0
28,328,4,0
28,332,4,0
28,341,4,0
28,360,4,0
28,374,4,0
28,398,4,0
28,404,4,0
28,411,4,0
28,414,4,0
28,416,4,0
28,421,4,0
28,441,4,0
28,444,4,0
28,446,4,0
28,479,4,0
28,523,4,0
28,529,4,0
28,667,4,0
28,707,4,0
28,851,4,0
28,38,4,0
28,283,4,0
28,815,4,0
28,675,4,0
28,174,4,0
29,45,1,1
29,40,1,1
29,10,1,5
29,39,1,10
29,154,1,15
29,390,1,20
29,24,1,25
29,44,1,30
29,270,1,35
29,92,1,40
29,260,1,45
29,242,1,50
29,414,1,55
29,36,2,0
29,48,2,0
29,50,2,0
29,68,2,0
29,116,2,0
29,130,2,0
29,204,2,0
29,251,2,0
29,305,2,0
29,342,2,0
29,599,2,0
29,15,4,0
29,58,4,0
29,59,4,0
29,70,4,0
29,85,4,0
29,87,4,0
29,91,4,0
29,92,4,0
29,104,4,0
29,156,4,0
29,164,4,0
29,168,4,0
29,182,4,0
29,188,4,0
29,203,4,0
29,207,4,0
29,213,4,0
29,214,4,0
29,231,4,0
29,240,4,0
29,241,4,0
29,249,4,0
29,263,4,0
29,332,4,0
29,351,4,0
29,352,4,0
29,398,4,0
29,421,4,0
30,45,1,1
30,40,1,1
30,10,1,1
30,39,1,1
30,154,1,15
30,390,1,22
30,24,1,29
30,44,1,36
30,270,1,43
30,92,1,50
30,260,1,57
30,242,1,64
30,414,1,71
30,15,4,0
30,58,4,0
30,59,4,0
30,70,4,0
30,85,4,0
30,87,4,0
30,91,4,0
30,92,4,0
30,104,4,0
30,156,4,0
30,164,4,0
30,168,4,0
30,182,4,0
30,188,4,0
30,203,4,0
30,207,4,0
30,213,4,0
30,214,4,0
30,231,4,0
30,240,4,0
30,241,4,0
30,249,4,0
30,263,4,0
30,332,4,0
30,351,4,0
30,352,4,0
30,398,4,0
30,421,4,0
31,276,1,0
31,44,1,1
31,242,1,1
31,24,1,1
31,414,1,1
31,260,1,1
31,154,1,1
31,45,1,1
31,270,1,1
31,40,1,1
31,10,1,1
31,482,1,1
31,276,1,1
31,39,1,1
31,92,1,1
31,390,1,1
31,15,4,0
31,46,4,0
31,53,4,0
31,57,4,0
31,58,4,0
31,59,4,0
31,63,4,0
31,70,4,0
31,85,4,0
31,87,4,0
31,89,4,0
31,91,4,0
31,92,4,0
31,104,4,0
31,126,4,0
31,156,4,0
31,157,4,0
31,164,4,0
31,168,4,0
31,182,4,0
31,188,4,0
31,201,4,0
31,203,4,0
31,207,4,0
31,213,4,0
31,214,4,0
31,231,4,0
31,240,4,0
31,241,4,0
31,247,4,0
31,249,4,0
31,259,4,0
31,263,4,0
31,264,4,0
31,269,4,0
31,280,4,0
31,317,4,0
31,332,4,0
31,351,4,0
31,352,4,0
31,374,4,0
31,398,4,0
31,406,4,0
31,411,4,0
31,416,4,0
31,419,4,0
31,421,4,0
31,431,4,0
31,444,4,0
31,446,4,0
31,523,4,0
32,43,1,1
32,40,1,1
32,64,1,5
32,116,1,10
32,31,1,15
32,390,1,20
32,24,1,25
32,30,1,30
32,270,1,35
32,92,1,40
32,260,1,45
32,398,1,50
32,414,1,55
32,32,2,0
32,36,2,0
32,37,2,0
32,48,2,0
32,50,2,0
32,68,2,0
32,93,2,0
32,133,2,0
32,251,2,0
32,342,2,0
32,389,2,0
32,457,2,0
32,599,2,0
32,15,4,0
32,58,4,0
32,59,4,0
32,70,4,0
32,85,4,0
32,87,4,0
32,91,4,0
32,92,4,0
32,104,4,0
32,156,4,0
32,164,4,0
32,168,4,0
32,182,4,0
32,188,4,0
32,203,4,0
32,207,4,0
32,213,4,0
32,214,4,0
32,231,4,0
32,240,4,0
32,241,4,0
32,249,4,0
32,263,4,0
32,351,4,0
32,352,4,0
32,398,4,0
32,421,4,0
33,116,1,1
33,43,1,1
33,64,1,1
33,40,1,1
33,31,1,15
33,390,1,22
33,24,1,29
33,30,1,36
33,270,1,43
33,92,1,50
33,260,1,57
33,398,1,64
33,414,1,71
33,15,4,0
33,58,4,0
33,59,4,0
33,70,4,0
33,85,4,0
33,87,4,0
33,91,4,0
33,92,4,0
33,104,4,0
33,156,4,0
33,164,4,0
33,168,4,0
33,182,4,0
33,188,4,0
33,203,4,0
33,207,4,0
33,213,4,0
33,214,4,0
33,231,4,0
33,240,4,0
33,241,4,0
33,249,4,0
33,263,4,0
33,351,4,0
33,352,4,0
33,398,4,0
33,421,4,0
34,224,1,0
34,24,1,1
34,414,1,1
34,260,1,1
34,116,1,1
34,31,1,1
34,270,1,1
34,30,1,1
34,43,1,1
34,224,1,1
34,64,1,1
34,398,1,1
34,40,1,1
34,482,1,1
34,92,1,1
34,390,1,1
34,15,4,0
34,46,4,0
34,53,4,0
34,57,4,0
34,58,4,0
34,59,4,0
34,63,4,0
34,70,4,0
34,85,4,0
34,87,4,0
34,89,4,0
34,91,4,0
34,92,4,0
34,104,4,0
34,126,4,0
34,156,4,0
34,157,4,0
34,164,4,0
34,168,4,0
34,182,4,0
34,188,4,0
34,201,4,0
34,203,4,0
34,207,4,0
34,213,4,0
34,214,4,0
34,231,4,0
34,240,4,0
34,241,4,0
34,247,4,0
34,249,4,0
34,259,4,0
34,263,4,0
34,264,4,0
34,269,4,0
34,280,4,0
34,317,4,0
34,351,4,0
34,352,4,0
34,374,4,0
34,398,4,0
34,406,4,0
34,411,4,0
34,416,4,0
34,419,4,0
34,421,4,0
34,431,4,0
34,444,4,0
34,446,4,0
34,523,4,0
35,1,1,1
35,45,1,1
35,47,1,1
